,preds,Attrition_Flag,Customer_Age,Education_Level,Income_Category,Card_Category,Credit_Limit,Avg_Utilization_Ratio,Gender
1735,1,Existing Customer,57,Graduate,Less than $40K,Blue,3451.0,0.0,M
1737,1,Existing Customer,39,Graduate,$120K +,Blue,5764.0,0.265,M
1738,1,Existing Customer,35,Uneducated,$60K - $80K,Blue,18278.0,0.0,M
1739,1,Existing Customer,38,Graduate,$80K - $120K,Blue,16059.0,0.038,M
1741,1,Existing Customer,36,Uneducated,$40K - $60K,Blue,3152.0,0.63,M
1742,0,Attrited Customer,39,College,$80K - $120K,Blue,12464.0,0.0,M
1744,1,Existing Customer,28,High School,Less than $40K,Blue,1950.0,0.0,M
1745,1,Existing Customer,65,Graduate,Less than $40K,Blue,7478.0,0.0,F
1746,0,Existing Customer,26,Uneducated,Less than $40K,Blue,1438.3,0.0,F
1747,1,Existing Customer,28,Graduate,Less than $40K,Blue,1707.0,0.698,M
1749,1,Existing Customer,31,Uneducated,Less than $40K,Blue,2370.0,0.7170000000000001,F
1750,1,Existing Customer,57,Post-Graduate,$60K - $80K,Blue,3478.0,0.7240000000000001,M
1751,1,Existing Customer,43,High School,$40K - $60K,Blue,1539.0,0.643,M
1752,0,Attrited Customer,26,Uneducated,Less than $40K,Blue,1438.3,0.0,F
1753,1,Existing Customer,39,High School,$40K - $60K,Blue,3142.0,0.522,F
1755,1,Existing Customer,52,Uneducated,$40K - $60K,Blue,1438.3,0.0,F
1756,1,Existing Customer,33,Graduate,$80K - $120K,Blue,13206.0,0.07,M
1757,1,Existing Customer,53,High School,$60K - $80K,Blue,2480.0,0.545,M
1760,1,Existing Customer,65,Graduate,Less than $40K,Blue,4460.0,0.28300000000000003,F
1761,1,Existing Customer,33,Uneducated,Less than $40K,Blue,1544.0,0.0,F
1764,1,Existing Customer,52,High School,$60K - $80K,Blue,4153.0,0.0,M
1765,1,Existing Customer,37,Graduate,Less than $40K,Blue,3685.0,0.379,F
1766,1,Existing Customer,56,Graduate,$120K +,Blue,8902.0,0.217,M
1767,1,Existing Customer,35,Uneducated,$120K +,Blue,2944.0,0.542,M
1768,1,Existing Customer,58,Graduate,Less than $40K,Blue,2232.0,0.35200000000000004,F
1770,1,Existing Customer,37,Uneducated,$80K - $120K,Blue,23622.0,0.049,M
1771,1,Existing Customer,53,Uneducated,$40K - $60K,Blue,3326.0,0.434,M
1772,1,Existing Customer,38,Uneducated,$40K - $60K,Blue,6116.0,0.278,M
1773,1,Existing Customer,38,Uneducated,$80K - $120K,Blue,11352.0,0.0,M
1776,1,Existing Customer,43,Uneducated,Less than $40K,Blue,4138.0,0.155,F
1777,1,Existing Customer,36,College,$80K - $120K,Blue,8374.0,0.256,M
1778,1,Existing Customer,38,Uneducated,Less than $40K,Blue,7049.0,0.0,F
1779,1,Existing Customer,37,Graduate,$40K - $60K,Blue,3851.0,0.44,M
1780,1,Existing Customer,37,College,$60K - $80K,Blue,15936.0,0.052000000000000005,M
1781,1,Existing Customer,29,Uneducated,Less than $40K,Blue,2926.0,0.0,F
1782,1,Existing Customer,51,High School,$60K - $80K,Blue,10305.0,0.067,M
1783,1,Existing Customer,54,College,$60K - $80K,Blue,2987.0,0.843,M
1784,1,Existing Customer,35,High School,$80K - $120K,Gold,34516.0,0.057,M
1785,1,Existing Customer,38,College,$40K - $60K,Blue,6275.0,0.252,F
1786,1,Existing Customer,33,High School,Less than $40K,Blue,7185.0,0.0,F
1787,1,Existing Customer,45,Uneducated,Less than $40K,Blue,3281.0,0.598,F
1788,1,Existing Customer,61,Graduate,$40K - $60K,Blue,3077.0,0.535,M
1789,1,Existing Customer,33,Uneducated,Less than $40K,Blue,2042.0,0.9129999999999999,F
1790,1,Existing Customer,55,High School,$60K - $80K,Blue,2001.0,0.7759999999999999,M
1791,1,Existing Customer,34,Graduate,Less than $40K,Blue,3625.0,0.6940000000000001,F
1792,1,Existing Customer,58,High School,$40K - $60K,Blue,7803.0,0.242,M
1793,1,Existing Customer,38,Graduate,Less than $40K,Blue,5951.0,0.28600000000000003,F
1794,0,Attrited Customer,59,College,$120K +,Blue,15796.0,0.051,M
1796,1,Existing Customer,55,High School,$60K - $80K,Blue,5381.0,0.0,M
1797,1,Existing Customer,63,Graduate,$60K - $80K,Blue,3556.0,0.708,M
1798,1,Existing Customer,60,High School,Less than $40K,Blue,2661.0,0.551,M
1799,1,Existing Customer,53,Uneducated,Less than $40K,Blue,3506.0,0.401,F
1800,1,Existing Customer,35,High School,$60K - $80K,Blue,2066.0,0.8220000000000001,M
1802,1,Existing Customer,58,Graduate,Less than $40K,Blue,2774.0,0.0,M
1804,1,Existing Customer,53,Graduate,$80K - $120K,Blue,11329.0,0.10400000000000001,M
1805,1,Existing Customer,59,Doctorate,$60K - $80K,Blue,9055.0,0.172,M
1806,1,Existing Customer,37,High School,$120K +,Blue,17393.0,0.081,M
1807,1,Existing Customer,50,High School,Less than $40K,Blue,5908.0,0.0,F
1808,1,Existing Customer,35,Uneducated,Less than $40K,Blue,5825.0,0.312,F
1809,1,Existing Customer,28,Post-Graduate,$40K - $60K,Blue,3665.0,0.0,M
1810,1,Existing Customer,37,Uneducated,$80K - $120K,Blue,3797.0,0.375,M
1811,1,Existing Customer,39,Graduate,$40K - $60K,Blue,3478.0,0.0,M
1812,1,Existing Customer,31,Post-Graduate,$40K - $60K,Blue,13734.0,0.0,M
1813,1,Existing Customer,37,Graduate,$60K - $80K,Blue,3034.0,0.7140000000000001,M
1814,1,Existing Customer,39,Graduate,Less than $40K,Blue,2973.0,0.794,M
1815,1,Existing Customer,38,Graduate,$80K - $120K,Blue,24296.0,0.0,M
1816,1,Existing Customer,35,Graduate,$40K - $60K,Blue,8969.0,0.13699999999999998,M
1817,1,Existing Customer,30,Graduate,Less than $40K,Blue,2550.0,0.636,M
1818,1,Attrited Customer,48,Post-Graduate,Less than $40K,Silver,10357.0,0.0,F
1821,1,Existing Customer,37,High School,Less than $40K,Blue,3586.0,0.39399999999999996,F
1823,1,Existing Customer,39,College,$40K - $60K,Blue,1640.0,0.718,M
1825,1,Existing Customer,65,Graduate,Less than $40K,Blue,3422.0,0.0,M
1827,0,Attrited Customer,38,Uneducated,$80K - $120K,Blue,32938.0,0.063,M
1829,1,Existing Customer,38,Graduate,$60K - $80K,Blue,2507.0,0.616,M
1830,0,Attrited Customer,65,Graduate,Less than $40K,Blue,6184.0,0.0,F
1832,1,Existing Customer,35,Graduate,$40K - $60K,Silver,16659.0,0.0,M
1833,1,Existing Customer,58,Graduate,Less than $40K,Blue,2203.0,0.633,F
1835,1,Existing Customer,53,Graduate,$80K - $120K,Blue,3074.0,0.777,M
1836,1,Existing Customer,38,Post-Graduate,$60K - $80K,Blue,2584.0,0.0,M
1838,1,Existing Customer,34,Graduate,$120K +,Blue,14938.0,0.095,M
1840,0,Attrited Customer,39,High School,$60K - $80K,Blue,1818.0,0.0,M
1841,1,Existing Customer,37,Graduate,$80K - $120K,Blue,14926.0,0.0,M
1842,1,Existing Customer,51,High School,Less than $40K,Blue,2827.0,0.46299999999999997,F
1843,1,Existing Customer,53,Uneducated,Less than $40K,Blue,2773.0,0.5429999999999999,F
1844,1,Existing Customer,53,Graduate,$80K - $120K,Blue,16033.0,0.035,M
1845,1,Existing Customer,65,Graduate,Less than $40K,Blue,3213.0,0.7829999999999999,M
1846,1,Existing Customer,33,High School,Less than $40K,Blue,3616.0,0.0,F
1847,1,Existing Customer,37,Doctorate,$60K - $80K,Blue,5924.0,0.17300000000000001,M
1848,1,Existing Customer,47,Graduate,$40K - $60K,Blue,14535.0,0.0,M
1849,1,Existing Customer,59,High School,Less than $40K,Blue,2833.0,0.568,F
1850,1,Existing Customer,59,Post-Graduate,Less than $40K,Blue,1479.0,0.406,F
1852,1,Existing Customer,26,Uneducated,Less than $40K,Blue,2237.0,0.20199999999999999,M
1853,1,Existing Customer,45,College,$120K +,Blue,2900.0,0.614,M
1855,1,Existing Customer,52,Post-Graduate,$80K - $120K,Blue,8695.0,0.162,M
1856,1,Existing Customer,47,High School,$40K - $60K,Blue,6692.0,0.28300000000000003,M
1858,1,Existing Customer,34,Graduate,$60K - $80K,Blue,2501.0,0.763,M
1859,1,Existing Customer,36,College,$80K - $120K,Blue,6338.0,0.375,M
1860,0,Attrited Customer,36,Uneducated,$40K - $60K,Blue,2190.0,0.0,F
1861,1,Existing Customer,57,Uneducated,$40K - $60K,Blue,7578.0,0.215,F
1862,1,Existing Customer,29,Post-Graduate,Less than $40K,Blue,2963.0,0.495,M
1863,1,Existing Customer,37,Graduate,$80K - $120K,Blue,8260.0,0.251,M
1864,0,Attrited Customer,46,Graduate,Less than $40K,Blue,8309.0,0.10300000000000001,F
1865,1,Existing Customer,55,High School,$80K - $120K,Blue,3864.0,0.49200000000000005,M
1866,1,Existing Customer,56,Graduate,$80K - $120K,Blue,10230.0,0.106,M
1867,0,Attrited Customer,32,High School,$120K +,Blue,22382.0,0.0,M
1868,1,Existing Customer,39,Uneducated,$120K +,Blue,25790.0,0.07,M
1869,1,Existing Customer,63,Graduate,Less than $40K,Blue,2675.0,0.941,F
1871,1,Existing Customer,38,High School,$60K - $80K,Blue,5815.0,0.292,M
1872,1,Existing Customer,60,Uneducated,Less than $40K,Blue,2595.0,0.8440000000000001,M
1873,1,Existing Customer,38,Uneducated,$60K - $80K,Blue,3421.0,0.675,M
1874,1,Existing Customer,63,High School,$80K - $120K,Blue,6922.0,0.24600000000000002,M
1875,1,Existing Customer,43,College,Less than $40K,Blue,6979.0,0.129,F
1876,1,Existing Customer,39,Graduate,Less than $40K,Blue,2594.0,0.0,F
1878,0,Attrited Customer,45,College,$80K - $120K,Blue,34516.0,0.0,M
1879,1,Existing Customer,35,Graduate,$40K - $60K,Blue,2523.0,0.7440000000000001,F
1880,0,Attrited Customer,48,Graduate,$40K - $60K,Blue,6235.0,0.0,F
1881,1,Existing Customer,26,High School,$40K - $60K,Blue,1473.0,0.0,M
1882,1,Existing Customer,36,College,$120K +,Blue,17116.0,0.055,M
1883,1,Existing Customer,37,College,$80K - $120K,Blue,4631.0,0.43,M
1885,1,Existing Customer,49,High School,$80K - $120K,Blue,32338.0,0.051,M
1886,1,Existing Customer,56,Uneducated,$60K - $80K,Blue,2253.0,0.61,M
1887,1,Existing Customer,45,College,$60K - $80K,Blue,16611.0,0.0,M
1890,1,Existing Customer,28,High School,Less than $40K,Blue,3480.0,0.0,M
1891,1,Existing Customer,65,Post-Graduate,Less than $40K,Blue,3549.0,0.53,F
1892,1,Existing Customer,26,College,Less than $40K,Blue,1438.3,0.512,F
1893,1,Existing Customer,57,Uneducated,Less than $40K,Blue,3136.0,0.45299999999999996,F
1894,1,Existing Customer,47,Graduate,$120K +,Blue,34516.0,0.027000000000000003,M
1895,1,Existing Customer,54,Graduate,Less than $40K,Blue,6814.0,0.23,F
1898,1,Existing Customer,43,Graduate,$80K - $120K,Blue,28170.0,0.066,M
1899,1,Existing Customer,54,Graduate,Less than $40K,Blue,6610.0,0.14,F
1900,1,Existing Customer,37,College,$60K - $80K,Blue,15755.0,0.08900000000000001,M
1901,1,Existing Customer,33,Graduate,$80K - $120K,Blue,2711.0,0.765,M
1902,1,Existing Customer,38,College,$40K - $60K,Blue,3735.0,0.321,M
1903,1,Existing Customer,36,Graduate,$80K - $120K,Blue,10216.0,0.17800000000000002,M
1905,1,Attrited Customer,37,Graduate,$120K +,Blue,13662.0,0.0,M
1907,1,Existing Customer,45,High School,$60K - $80K,Blue,7050.0,0.09300000000000001,M
1908,1,Existing Customer,26,High School,Less than $40K,Blue,1775.0,0.655,M
1909,1,Existing Customer,42,Graduate,$40K - $60K,Blue,8960.0,0.11800000000000001,M
1910,1,Existing Customer,33,College,$80K - $120K,Blue,2355.0,0.753,M
1911,1,Existing Customer,57,High School,$40K - $60K,Blue,6803.0,0.196,F
1912,1,Existing Customer,55,Graduate,$60K - $80K,Blue,2145.0,0.563,M
1913,1,Existing Customer,40,Uneducated,$80K - $120K,Blue,3919.0,0.418,M
1914,1,Existing Customer,32,High School,Less than $40K,Blue,4500.0,0.0,M
1915,1,Existing Customer,62,High School,Less than $40K,Blue,2941.0,0.39899999999999997,F
1916,1,Existing Customer,26,Graduate,$60K - $80K,Blue,7102.0,0.0,M
1917,0,Attrited Customer,37,High School,Less than $40K,Blue,6866.0,0.348,M
1918,1,Existing Customer,57,Doctorate,$80K - $120K,Blue,10378.0,0.14800000000000002,M
1920,1,Existing Customer,47,Graduate,$80K - $120K,Blue,18178.0,0.0,M
1922,1,Existing Customer,49,Uneducated,Less than $40K,Blue,1438.3,0.0,F
1923,1,Existing Customer,35,Graduate,$80K - $120K,Blue,8082.0,0.285,M
1926,1,Existing Customer,55,College,Less than $40K,Blue,2967.0,0.718,F
1927,1,Existing Customer,36,Graduate,$60K - $80K,Blue,3092.0,0.59,M
1928,1,Existing Customer,54,High School,$80K - $120K,Blue,1618.0,0.413,M
1929,1,Existing Customer,30,Graduate,Less than $40K,Blue,2498.0,0.653,F
1930,1,Existing Customer,46,Graduate,$40K - $60K,Blue,2564.0,0.0,M
1931,1,Existing Customer,43,Graduate,$80K - $120K,Blue,10540.0,0.141,M
1932,1,Existing Customer,34,Graduate,$120K +,Blue,13384.0,0.138,M
1933,1,Existing Customer,55,Graduate,$80K - $120K,Blue,16208.0,0.079,M
1935,1,Existing Customer,44,Graduate,$80K - $120K,Blue,19214.0,0.0,M
1937,1,Existing Customer,34,Graduate,$80K - $120K,Blue,13395.0,0.125,M
1938,1,Existing Customer,40,Graduate,$60K - $80K,Blue,17126.0,0.07,M
1939,0,Existing Customer,42,College,$60K - $80K,Blue,8083.0,0.0,M
1940,1,Existing Customer,36,Graduate,$40K - $60K,Blue,8995.0,0.172,M
1941,1,Existing Customer,26,High School,Less than $40K,Blue,2404.0,0.498,F
1942,1,Existing Customer,42,High School,$40K - $60K,Blue,2807.0,0.657,M
1943,1,Existing Customer,55,Graduate,$40K - $60K,Blue,3097.0,0.267,M
1945,1,Existing Customer,61,High School,$60K - $80K,Blue,2175.0,0.6459999999999999,M
1946,1,Existing Customer,41,College,$120K +,Blue,28020.0,0.052000000000000005,M
1947,1,Existing Customer,35,Graduate,Less than $40K,Blue,2640.0,0.39799999999999996,F
1948,1,Existing Customer,34,Graduate,$120K +,Blue,31313.0,0.069,M
1949,1,Existing Customer,37,High School,$80K - $120K,Blue,7304.0,0.0,M
1951,1,Existing Customer,26,College,$40K - $60K,Blue,1438.3,0.0,M
1952,1,Existing Customer,54,High School,Less than $40K,Blue,3161.0,0.386,F
1953,0,Attrited Customer,47,Graduate,Less than $40K,Blue,7246.0,0.0,F
1954,1,Existing Customer,56,Graduate,Less than $40K,Blue,3088.0,0.815,F
1958,1,Existing Customer,40,High School,$80K - $120K,Blue,19279.0,0.07400000000000001,M
1959,1,Existing Customer,33,Graduate,Less than $40K,Blue,3792.0,0.429,F
1960,1,Existing Customer,64,Graduate,Less than $40K,Blue,2084.0,0.79,M
1961,1,Existing Customer,33,High School,$80K - $120K,Blue,34516.0,0.0,M
1962,1,Existing Customer,52,Post-Graduate,$80K - $120K,Blue,6849.0,0.31,M
1963,1,Existing Customer,59,Uneducated,Less than $40K,Blue,2417.0,0.799,F
1966,1,Existing Customer,29,Graduate,Less than $40K,Blue,2462.0,0.821,M
1968,0,Attrited Customer,40,High School,$80K - $120K,Blue,18563.0,0.0,M
1969,1,Existing Customer,37,Graduate,Less than $40K,Blue,3992.0,0.32299999999999995,F
1970,1,Existing Customer,32,High School,Less than $40K,Blue,3568.0,0.61,M
1971,1,Existing Customer,36,Graduate,$60K - $80K,Blue,7776.0,0.107,M
1973,1,Existing Customer,53,High School,$80K - $120K,Blue,9355.0,0.076,M
1976,1,Existing Customer,36,Uneducated,$120K +,Blue,7049.0,0.27399999999999997,M
1977,1,Existing Customer,26,Uneducated,$40K - $60K,Blue,2033.0,0.7240000000000001,F
1978,1,Existing Customer,38,Graduate,$40K - $60K,Blue,5153.0,0.488,F
1979,1,Existing Customer,32,High School,$40K - $60K,Blue,2062.0,0.807,F
1980,1,Existing Customer,37,Graduate,Less than $40K,Blue,2005.0,0.757,F
1982,1,Existing Customer,55,Graduate,$40K - $60K,Blue,4589.0,0.353,F
1984,1,Existing Customer,58,High School,$60K - $80K,Blue,8184.0,0.147,M
1986,1,Existing Customer,47,High School,$80K - $120K,Blue,30210.0,0.04,M
1987,1,Existing Customer,32,Graduate,Less than $40K,Blue,6942.0,0.0,M
1988,1,Existing Customer,56,High School,$60K - $80K,Blue,14551.0,0.17300000000000001,M
1989,1,Existing Customer,34,Doctorate,Less than $40K,Blue,1438.3,0.0,F
1991,1,Existing Customer,55,Uneducated,$120K +,Blue,30967.0,0.026000000000000002,M
1992,1,Existing Customer,43,High School,$80K - $120K,Blue,7866.0,0.0,M
1993,1,Existing Customer,31,College,Less than $40K,Blue,2718.0,0.706,M
1994,1,Existing Customer,54,College,Less than $40K,Blue,3084.0,0.816,F
1995,1,Existing Customer,52,Graduate,$80K - $120K,Blue,17302.0,0.077,M
1996,1,Existing Customer,48,College,$40K - $60K,Blue,12159.0,0.13699999999999998,M
1997,1,Existing Customer,54,High School,Less than $40K,Blue,2797.0,0.5820000000000001,F
1998,1,Existing Customer,33,Uneducated,$60K - $80K,Blue,2618.0,0.6920000000000001,M
1999,0,Attrited Customer,26,Post-Graduate,Less than $40K,Blue,1442.0,0.99,F
2000,1,Existing Customer,30,Uneducated,Less than $40K,Blue,2063.0,0.0,F
2001,1,Existing Customer,49,Graduate,Less than $40K,Blue,8154.0,0.0,F
2004,1,Existing Customer,53,Uneducated,$80K - $120K,Blue,11450.0,0.18600000000000003,M
2005,0,Attrited Customer,39,Uneducated,$120K +,Blue,8906.0,0.0,M
2006,1,Existing Customer,34,College,$60K - $80K,Blue,4245.0,0.428,M
2007,1,Existing Customer,53,College,$80K - $120K,Blue,21953.0,0.06,M
2008,1,Existing Customer,32,Graduate,$40K - $60K,Blue,1614.0,0.573,M
2009,1,Existing Customer,39,Graduate,$80K - $120K,Blue,5140.0,0.49,M
2010,1,Existing Customer,57,High School,$120K +,Blue,31762.0,0.079,M
2013,1,Existing Customer,36,Graduate,$80K - $120K,Blue,15488.0,0.094,M
2014,1,Existing Customer,39,College,$40K - $60K,Blue,2503.0,0.873,M
2015,1,Existing Customer,31,Graduate,Less than $40K,Blue,3312.0,0.752,M
2016,1,Existing Customer,31,Graduate,$40K - $60K,Blue,6269.0,0.18600000000000003,M
2017,1,Existing Customer,36,Graduate,$60K - $80K,Blue,20337.0,0.079,M
2018,1,Existing Customer,47,Graduate,Less than $40K,Blue,2224.0,0.49700000000000005,F
2019,1,Attrited Customer,37,College,$60K - $80K,Blue,3100.0,0.812,M
2021,1,Existing Customer,39,Graduate,$80K - $120K,Blue,9959.0,0.14800000000000002,M
2023,1,Existing Customer,37,Graduate,$40K - $60K,Blue,2031.0,0.0,M
2024,1,Existing Customer,58,Graduate,$80K - $120K,Blue,1654.0,0.758,M
2025,1,Existing Customer,58,Graduate,Less than $40K,Blue,4608.0,0.23399999999999999,F
2026,1,Existing Customer,37,Graduate,$40K - $60K,Blue,3908.0,0.41700000000000004,M
2027,1,Existing Customer,54,Graduate,$80K - $120K,Blue,2798.0,0.449,M
2028,1,Existing Customer,45,Uneducated,Less than $40K,Blue,2551.0,0.883,F
2030,1,Existing Customer,53,Graduate,$40K - $60K,Blue,7451.0,0.092,M
2031,1,Existing Customer,34,College,Less than $40K,Blue,2617.0,0.386,F
2032,0,Attrited Customer,35,Graduate,$80K - $120K,Blue,12634.0,0.0,M
2033,1,Existing Customer,32,Graduate,$40K - $60K,Blue,6407.0,0.15,M
2034,1,Existing Customer,38,Uneducated,Less than $40K,Blue,1438.3,0.0,M
2035,1,Existing Customer,37,Uneducated,$80K - $120K,Blue,2672.0,0.47100000000000003,M
2037,1,Existing Customer,47,Graduate,Less than $40K,Blue,2677.0,0.519,F
2039,1,Existing Customer,54,High School,$60K - $80K,Blue,2240.0,0.705,M
2040,1,Existing Customer,53,College,$80K - $120K,Blue,6052.0,0.284,M
2041,1,Existing Customer,33,College,Less than $40K,Blue,2562.0,0.768,F
2042,1,Existing Customer,49,Graduate,$60K - $80K,Blue,15377.0,0.099,M
2043,0,Attrited Customer,37,Doctorate,$120K +,Blue,8654.0,0.0,M
2044,1,Existing Customer,31,Uneducated,$40K - $60K,Blue,1438.3,0.0,M
2045,1,Existing Customer,43,Graduate,$120K +,Blue,1438.3,0.0,M
2046,1,Existing Customer,39,Uneducated,$80K - $120K,Blue,16040.0,0.076,M
2047,1,Existing Customer,38,High School,$40K - $60K,Blue,2801.0,0.7070000000000001,M
2048,1,Existing Customer,62,Uneducated,Less than $40K,Blue,2658.0,0.436,F
2051,1,Existing Customer,30,College,$40K - $60K,Blue,3143.0,0.342,M
2052,1,Existing Customer,46,Doctorate,$80K - $120K,Blue,5106.0,0.301,M
2053,1,Existing Customer,39,College,$60K - $80K,Blue,9871.0,0.107,M
2054,1,Existing Customer,53,College,$40K - $60K,Blue,1525.0,0.925,F
2055,1,Existing Customer,34,Uneducated,$120K +,Blue,19630.0,0.064,M
2056,1,Existing Customer,54,Graduate,Less than $40K,Silver,12547.0,0.11,F
2057,1,Existing Customer,54,High School,$80K - $120K,Blue,17686.0,0.0,M
2058,1,Existing Customer,39,Uneducated,$60K - $80K,Blue,3257.0,0.773,M
2059,1,Existing Customer,36,Graduate,Less than $40K,Blue,4824.0,0.522,F
2060,1,Existing Customer,38,High School,$40K - $60K,Blue,8603.0,0.122,M
2062,1,Existing Customer,28,Graduate,Less than $40K,Blue,3818.0,0.153,F
2064,1,Existing Customer,57,Graduate,$40K - $60K,Blue,5387.0,0.38,M
2065,1,Existing Customer,48,Graduate,Less than $40K,Blue,2930.0,0.264,F
2067,1,Existing Customer,38,Uneducated,$60K - $80K,Blue,9303.0,0.172,M
2069,1,Existing Customer,37,High School,$60K - $80K,Blue,2218.0,0.5710000000000001,M
2071,1,Existing Customer,54,Uneducated,$40K - $60K,Blue,5335.0,0.257,F
2072,1,Existing Customer,52,Graduate,$60K - $80K,Blue,7187.0,0.28,M
2073,1,Existing Customer,53,Graduate,Less than $40K,Blue,2590.0,0.604,F
2074,1,Existing Customer,27,High School,Less than $40K,Blue,4255.0,0.41100000000000003,F
2075,1,Existing Customer,32,High School,Less than $40K,Blue,2778.0,0.8320000000000001,F
2076,1,Existing Customer,57,Graduate,$120K +,Blue,10711.0,0.184,M
2077,0,Attrited Customer,58,Uneducated,$120K +,Blue,16163.0,0.0,M
2078,1,Existing Customer,54,High School,Less than $40K,Blue,2513.0,0.44799999999999995,F
2079,1,Existing Customer,45,Graduate,$60K - $80K,Blue,3291.0,0.488,M
2080,1,Existing Customer,36,Post-Graduate,Less than $40K,Blue,8917.0,0.122,F
